County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
"Nueces County, TX",48355,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,39,362294,10.8,7.7,14.7,1.7,10.9,7.7,15,0.0%
"Nueces County, TX",48355,Alcohol-induced causes,A,All other alcohol-induced causes,A9,58,362294,16,12.2,20.7,2.1,15.6,11.7,20.3,0.0%
"Nueces County, TX",48355,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2899,362294,800.2,771.1,829.3,14.9,718.1,691.6,744.6,0.1%
"Ochiltree County, TX",48357,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,59,9836,599.8,456.6,773.7,78.1,692.9,524.8,897.8,0.0%
"Oldham County, TX",48359,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,17,2112,Unreliable,468.9,1288.8,195.2,Unreliable,454.6,1291.5,0.0%
"Orange County, TX",48361,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,83396,Unreliable,7.4,25.1,4.2,Unreliable,7,24.9,0.0%
"Orange County, TX",48361,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,919,83396,1102,1030.7,1173.2,36.4,904.9,845.4,964.3,0.0%
"Palo Pinto County, TX",48363,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,323,29189,1106.6,985.9,1227.3,61.6,798.2,708.1,888.4,0.0%
"Panola County, TX",48365,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,271,23194,1168.4,1029.3,1307.5,71,874,766.7,981.2,0.0%
"Parker County, TX",48367,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,142878,Unreliable,4.3,14.7,2.4,Unreliable,4.8,16.3,0.0%
"Parker County, TX",48367,Alcohol-induced causes,A,All other alcohol-induced causes,A9,13,142878,Unreliable,4.8,15.6,2.5,Unreliable,3.7,12.7,0.0%
"Parker County, TX",48367,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1263,142878,884,835.2,932.7,24.9,782.4,738.4,826.4,0.0%
"Parmer County, TX",48369,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,76,9605,791.3,623.4,990.4,90.8,728.1,572.7,912.7,0.0%
"Pecos County, TX",48371,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,112,15823,707.8,576.7,838.9,66.9,699.8,569,830.5,0.0%
"Polk County, TX",48373,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,653,51353,1271.6,1174.1,1369.1,49.8,1182.4,1084.1,1280.7,0.0%
"Potter County, TX",48375,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,117415,20.4,13.1,30.4,4.2,21.5,13.7,32.3,0.0%
"Potter County, TX",48375,Alcohol-induced causes,A,All other alcohol-induced causes,A9,15,117415,Unreliable,7.2,21.1,3.3,Unreliable,6.9,21.3,0.0%
"Potter County, TX",48375,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1325,117415,1128.5,1067.7,1189.2,31,1105.2,1045,1165.4,0.0%
"Presidio County, TX",48377,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,46,6704,686.2,502.4,915.2,101.2,429.6,304,589.7,0.0%
"Rains County, TX",48379,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,135,12514,1078.8,896.8,1260.8,92.8,708.8,579.6,838,0.0%
"Randall County, TX",48381,Alcohol-induced causes,A,All other alcohol-induced causes,A9,18,137713,Unreliable,7.7,20.7,3.1,Unreliable,7.1,19.6,0.0%
"Randall County, TX",48381,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1082,137713,785.7,738.9,832.5,23.9,701.3,659,743.5,0.0%
"Reagan County, TX",48383,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,20,3849,519.6,317.4,802.5,116.2,592.7,356.8,925.5,0.0%
"Real County, TX",48385,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,44,3452,1274.6,926.1,1711.1,192.2,689.7,474.7,968.5,0.0%
"Red River County, TX",48387,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,211,12023,1755,1518.2,1991.8,120.8,1047.8,894.7,1200.9,0.0%
"Reeves County, TX",48389,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,119,15976,744.9,611,878.7,68.3,778.3,638.1,918.5,0.0%
"Refugio County, TX",48391,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,78,6948,1122.6,887.4,1401.1,127.1,720.4,560.5,911.7,0.0%
"Roberts County, TX",48393,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,854,Unreliable,643,2304.7,388.4,Unreliable,435.2,1668.8,0.0%
"Robertson County, TX",48395,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,180,17074,1054.2,900.2,1208.2,78.6,762.9,647.7,878.1,0.0%
"Rockwall County, TX",48397,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,625,104915,595.7,549,642.4,23.8,634,583.5,684.4,0.0%
"Runnels County, TX",48399,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,149,10264,1451.7,1218.6,1684.8,118.9,959.3,798.4,1120.1,0.0%
"Rusk County, TX",48401,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,543,54406,998.1,914.1,1082,42.8,805.4,736.6,874.2,0.0%
"Sabine County, TX",48403,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,164,10542,1555.7,1317.6,1793.8,121.5,823.9,679.8,968.1,0.0%
"San Augustine County, TX",48405,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,133,8237,1614.7,1340.2,1889.1,140,880.8,712.1,1049.5,0.0%
"San Jacinto County, TX",48407,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,335,28859,1160.8,1036.5,1285.1,63.4,791.5,701.1,881.8,0.0%
"San Patricio County, TX",48409,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,66730,Unreliable,7.2,27.6,4.7,Unreliable,6.3,26.3,0.0%
"San Patricio County, TX",48409,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,618,66730,926.1,853.1,999.1,37.3,830.4,764.1,896.8,0.0%
"San Saba County, TX",48411,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,60,6055,990.9,756.2,1275.5,127.9,591.1,440.1,777.1,0.0%
"Schleicher County, TX",48413,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,27,2793,966.7,637.1,1406.5,186,870.7,568.8,1275.8,0.0%
"Scurry County, TX",48415,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,157,16703,940,792.9,1087,75,771.5,649,894,0.0%
"Shackelford County, TX",48417,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,27,3265,827,545,1203.2,159.1,572.6,366.9,852,0.0%
"Shelby County, TX",48419,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,303,25274,1198.9,1063.9,1333.9,68.9,919.6,814.3,1024.8,0.0%
"Sherman County, TX",48421,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,27,3022,893.4,588.8,1299.9,171.9,717,472.5,1043.3,0.0%
"Smith County, TX",48423,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,232751,Unreliable,4.6,12.2,1.8,Unreliable,4.6,12.5,0.0%
"Smith County, TX",48423,Alcohol-induced causes,A,All other alcohol-induced causes,A9,17,232751,Unreliable,4.3,11.7,1.8,Unreliable,3.9,11.1,0.0%
"Smith County, TX",48423,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2145,232751,921.6,882.6,960.6,19.9,746.7,714.6,778.9,0.1%
"Somervell County, TX",48425,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,88,9128,964.1,773.2,1187.8,102.8,695.6,554.8,861.2,0.0%
"Starr County, TX",48427,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,454,64633,702.4,637.8,767,33,804.8,730.4,879.1,0.0%
"Stephens County, TX",48429,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,115,9366,1227.8,1003.4,1452.3,114.5,855,693,1017.1,0.0%
"Sterling County, TX",48431,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,1291,Unreliable,425.3,1524.6,256.9,Unreliable,344.9,1322.7,0.0%
"Stonewall County, TX",48433,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,22,1350,1629.6,1021.3,2467.3,347.4,954.4,545.5,1549.8,0.0%
"Sutton County, TX",48435,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,32,3776,847.5,579.7,1196.4,149.8,571.4,385.5,815.7,0.0%
"Swisher County, TX",48437,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,78,7397,1054.5,833.5,1316,119.4,806.8,632.4,1014.4,0.0%
"Tarrant County, TX",48439,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,158,2102515,7.5,6.3,8.7,0.6,7.5,6.3,8.6,0.0%
"Tarrant County, TX",48439,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,16,2102515,Unreliable,0.4,1.2,0.2,Unreliable,0.4,1.2,0.0%
"Tarrant County, TX",48439,Drug-induced causes,D,All other drug-induced causes,D9,19,2102515,Unreliable,0.5,1.4,0.2,Unreliable,0.5,1.4,0.0%
"Tarrant County, TX",48439,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,12,2102515,Unreliable,0.3,1,0.2,Unreliable,0.3,0.9,0.0%
"Tarrant County, TX",48439,Alcohol-induced causes,A,All other alcohol-induced causes,A9,186,2102515,8.8,7.6,10.1,0.6,8.5,7.2,9.7,0.0%
"Tarrant County, TX",48439,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,13145,2102515,625.2,614.5,635.9,5.5,695,682.9,707.1,0.5%
"Taylor County, TX",48441,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,138034,Unreliable,3.5,13.3,2.3,Unreliable,3.6,15.1,0.0%
"Taylor County, TX",48441,Alcohol-induced causes,A,All other alcohol-induced causes,A9,20,138034,14.5,8.9,22.4,3.2,14.4,8.5,22.7,0.0%
"Taylor County, TX",48441,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1408,138034,1020,966.8,1073.3,27.2,917.5,868.6,966.4,0.0%
"Terry County, TX",48445,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,143,12337,1159.1,969.1,1349.1,96.9,1002.5,836.5,1168.6,0.0%
"Throckmorton County, TX",48447,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,23,1501,1532.3,971.3,2299.2,319.5,658.7,417.6,988.4,0.0%
"Titus County, TX",48449,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,323,32750,986.3,878.7,1093.8,54.9,914.3,813.4,1015.1,0.0%
"Tom Green County, TX",48451,Alcohol-induced causes,A,All other alcohol-induced causes,A9,13,119200,Unreliable,5.8,18.6,3,Unreliable,5.3,17.8,0.0%
"Tom Green County, TX",48451,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1055,119200,885.1,831.7,938.5,27.2,764.6,717.6,811.5,0.0%
"Travis County, TX",48453,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,148,1273954,11.6,9.7,13.5,1,10.6,8.9,12.3,0.0%
"Travis County, TX",48453,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,15,1273954,Unreliable,0.7,1.9,0.3,Unreliable,0.7,2,0.0%
"Travis County, TX",48453,Alcohol-induced causes,A,All other alcohol-induced causes,A9,119,1273954,9.3,7.7,11,0.9,9.1,7.4,10.8,0.0%
"Travis County, TX",48453,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,5577,1273954,437.8,426.3,449.3,5.9,563.8,548.5,579.1,0.2%
"Trinity County, TX",48455,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,224,14651,1528.9,1328.7,1729.1,102.2,906.8,778.5,1035.2,0.0%
"Tyler County, TX",48457,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,271,21672,1250.5,1101.6,1399.3,76,830.9,726.7,935,0.0%
"Upshur County, TX",48459,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,472,41753,1130.5,1028.5,1232.4,52,863.7,783.4,944,0.0%
"Upton County, TX",48461,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,25,3657,683.6,442.4,1009.2,136.7,646.7,414.3,962.2,0.0%
"Uvalde County, TX",48463,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,295,26741,1103.2,977.3,1229.1,64.2,908.2,801.3,1015.1,0.0%
"Val Verde County, TX",48465,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,421,49025,858.7,776.7,940.8,41.9,789.1,712.8,865.3,0.0%
"Van Zandt County, TX",48467,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,669,56590,1182.2,1092.6,1271.8,45.7,835.4,770.2,900.5,0.0%
"Victoria County, TX",48469,Alcohol-induced causes,A,All other alcohol-induced causes,A9,15,92084,Unreliable,9.1,26.9,4.2,Unreliable,8.4,25.6,0.0%
"Victoria County, TX",48469,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,856,92084,929.6,867.3,991.9,31.8,762.5,710.2,814.7,0.0%
"Walker County, TX",48471,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,539,72971,738.6,676.3,801,31.8,716.9,655.5,778.2,0.0%
"Waller County, TX",48473,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,336,55246,608.2,543.2,673.2,33.2,687.7,612.6,762.8,0.0%
"Ward County, TX",48475,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,94,11998,783.5,633.1,958.8,80.8,763.4,614.6,937.2,0.0%
"Washington County, TX",48477,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,368,35882,1025.6,920.8,1130.4,53.5,630.6,561.9,699.2,0.0%
"Webb County, TX",48479,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,276652,8.3,5.3,12.5,1.7,9,5.7,13.6,0.0%
"Webb County, TX",48479,Alcohol-induced causes,A,All other alcohol-induced causes,A9,22,276652,8,5,12,1.7,9.3,5.8,14.1,0.0%
"Webb County, TX",48479,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1380,276652,498.8,472.5,525.1,13.4,635.4,601.4,669.4,0.0%
"Wharton County, TX",48481,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,422,41556,1015.5,918.6,1112.4,49.4,783.8,707.3,860.4,0.0%
"Wheeler County, TX",48483,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,53,5056,1048.3,785.2,1371.1,144,743.2,551.6,979.8,0.0%
"Wichita County, TX",48485,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,132230,Unreliable,4.2,14.9,2.5,Unreliable,4.6,17.6,0.0%
"Wichita County, TX",48485,Alcohol-induced causes,A,All other alcohol-induced causes,A9,25,132230,18.9,12.2,27.9,3.8,18.4,11.7,27.7,0.0%
"Wichita County, TX",48485,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1329,132230,1005.1,951,1059.1,27.6,858.5,811.4,905.6,0.0%
"Wilbarger County, TX",48487,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,153,12769,1198.2,1008.3,1388.1,96.9,867.6,725.7,1009.4,0.0%
"Willacy County, TX",48489,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,171,21358,800.6,680.6,920.6,61.2,734.6,623.3,845.9,0.0%
"Williamson County, TX",48491,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,29,590551,4.9,3.3,7.1,0.9,4.7,3.1,6.7,0.0%
"Williamson County, TX",48491,Alcohol-induced causes,A,All other alcohol-induced causes,A9,39,590551,6.6,4.7,9,1.1,6.2,4.4,8.6,0.0%
"Williamson County, TX",48491,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3078,590551,521.2,502.8,539.6,9.4,583.2,562.3,604.1,0.1%
"Wilson County, TX",48493,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,429,51070,840,760.5,919.5,40.6,716.1,647.1,785.2,0.0%
"Winkler County, TX",48495,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,73,8010,911.4,714.4,1145.9,106.7,970.4,757.9,1224.1,0.0%
"Wise County, TX",48497,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,645,69984,921.6,850.5,992.8,36.3,846.8,779.8,913.9,0.0%
"Wood County, TX",48499,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,666,45539,1462.5,1351.4,1573.6,56.7,861.6,789.8,933.5,0.0%
"Yoakum County, TX",48501,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,61,8713,700.1,535.5,899.3,89.6,765.5,582.7,987.4,0.0%
"Young County, TX",48503,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,250,18010,1388.1,1216,1560.2,87.8,932,811.5,1052.4,0.0%
"Zapata County, TX",48505,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,96,14179,677.1,548.4,826.8,69.1,702,568,858.2,0.0%
"Zavala County, TX",48507,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,103,11840,869.9,701.9,1037.9,85.7,837.4,673.3,1001.4,0.0%
"Beaver County, UT",49001,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,51,6710,760.1,565.9,999.3,106.4,772.8,569.8,1024.7,0.0%
"Box Elder County, UT",49003,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,375,56046,669.1,601.4,736.8,34.6,686,616,756.1,0.0%
"Cache County, UT",49005,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,578,128289,450.5,413.8,487.3,18.7,605.1,555.2,655,0.0%
"Carbon County, UT",49007,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,206,20463,1006.7,869.2,1144.2,70.1,842.3,723.9,960.8,0.0%
"Daggett County, UT",49009,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,950,Unreliable,578,2071.8,349.1,Unreliable,340.9,1307.4,0.0%
"Davis County, UT",49011,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,34,355481,9.6,6.6,13.4,1.6,10.2,7,14.3,0.0%
"Davis County, UT",49011,Alcohol-induced causes,A,All other alcohol-induced causes,A9,12,355481,Unreliable,1.7,5.9,1,Unreliable,1.9,6.3,0.0%
"Davis County, UT",49011,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1800,355481,506.4,483,529.7,11.9,651.8,621.3,682.3,0.1%
"Duchesne County, UT",49013,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,152,19938,762.4,641.2,883.6,61.8,807.2,677.6,936.9,0.0%
"Emery County, UT",49015,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,104,10012,1038.8,839.1,1238.4,101.9,862.8,692.1,1033.6,0.0%
"Garfield County, UT",49017,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,37,5051,732.5,515.8,1009.7,120.4,497.2,342.3,698.3,0.0%
